text,target,template_group_id,score,prediction
Your Amazon Web Services (AWS) verification code is: <NUMBER>,0,00578be1eacb75b4,0.9810423848503415,1
Chase | Zelle(R): XIYU WANG sent you <NUMBER> & it's ready now. Reply STOP to cancel these texts.,0,6ab003a4cee8d3cb,0.7401625108396874,1
We like your style. $75 has now been added to your account. It will be automatically applied to your next renewal on Oct <NUMBER> .,0,2de459b12adbd977,0.8518413864674633,1
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones?",0,a4cb6935cba2f021,0.07576134876134095,0
"that would be good ?I'll phone you tomo lunchtime, shall I, to organise something?",0,866b67230a9e9dcb,0.05092912570140119,0
"Dear John, please rememberto return your rented itemswithin 2 hours. Please fill out this form if youhave any feedback: <URL> !Feedb951 Thank you for renting with us! -The Rental Company",0,95449d6730e63846,0.9544725621017807,1
"Good! No, don‘t need any receipts—well done! (? Yes, please tell . What‘s her number, i could ring her",0,b602ab5db54f2d69,0.05882394658398724,0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake?",0,0fa1f37b8f4271b7,0.02759980421799247,0
"Er hello things didn‘t quite go to plan ?is limping slowly home followed by aa and with exhaust hanging off""",0,2d24278e1df75ab5,0.1514201868688166,0
Got it. Seventeen pounds for seven hundred ml ?hope ok.,0,55848cee6b121def,0.045204064439281474,0
"Thank you for using Order & Pay, powered by Toast! You can access your tab through this link any time today: <URL>",0,52f070ab2234143a,0.8790312676088882,1
K. I will sent it again?my goodness..,0,4b061f65a5259c33,0.020314260716558806,0
"Dear Mohd salman, Thanks for registering with Zomato. Earn upto Rs. <NUMBER> per month. Join now to get Extra Bonus of <NUMBER> . Please download the app and register <URL> Watch this video to know more: <URL>",0,615db89fcb0b5154,0.9855782057160279,1
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends?",0,b09d18b07c3fbdd5,0.0661024737548356,0
Your Mint Data Update. You have used 100% of your monthly 15GB of data. You will be getting a fresh tank on Nov <NUMBER> . Reply UPDATA or log into our app to add more.,0,9cc3a1cc0c6faf27,0.9075837019075833,1
"Sent Rs. <NUMBER> to JAI NARAIN via a Paytm bank partner. Service charge 1%, min Rs. 10. Ref ID: <PHONE> . Queries? Visit <URL>",0,b88bcfc2b633d940,0.994732922903085,1
Sent me ur email id soon?I will sent that?0,0,f41421bc7f296c6d,0.0392087839804799,0
Ok�talk to me later?0,0,7b6f8ec59f416cb5,0.02676885659425612,0
I'm home�call me?0,0,f64d12510c54f404,0.04823651363633275,0
Me fine..absolutly fine?dont worry!!!,0,19e9ac22fd19cd0c,0.03760806982948118,0
<Forwarded from <NUMBER> >FREE entry into our £250 weekly comp just send the word ENTER to <NUMBER> NOW. 18 T&C <URL>,1,684bc035a44060b1,0.9244264531716735,1
Your package arrives at the Cyprus Post Office <URL> nfirm delivery: <URL> Cyprus Post Office .,1,c0042e1023801c08,0.9582628155858689,1
[emailÂ protected] / TD#Alerts#ID12136 / TD#ID21-(URGENT) Access-Locked. please follow the verification form: <URL>,1,6c51828605fc4490,0.9644531641474043,1
Alert - Netflix : Payment failed we will close your account due to missing on payments watch time log-in : <URL>,1,bf6f64a7f0191fe3,0.9734012161162547,1
"<EMAIL> / Zelle Detected / Please, log in to <URL> and verify your latest zelle payment. This is an automated alert",1,cb38185d3354472b,0.980658123332931,1
"/ ""WFAlert-ID# <NUMBER> "" / We now need to confirm some of your information: <URL> Thank You",1,c9a41a15744576e2,0.9840167368882273,1
FREE entry into our £250 weekly competition just text the word WIN to <NUMBER> NOW. 18 T&C <URL>,1,30323d48556e6dfd,0.9090704709101454,1
Slt mon chou je suis infirmiere quand jai du temps libre jaime enlever ma blouse je connais tres bien le corps humain Alex. RDV ici <URL>,1,888498950ea41c44,0.36937127024836747,0
LACaixa Online : <URL>,1,611b6bde258ac907,0.8328850190752767,1
Sent by: D-H-L Do not reply to this message. Your parcel is lined up for delivery. Confirm the settlement in order for us to proceed with the delivery: <URL>,1,3a27598dc5dce42e,0.9813922640966201,1
Derrick discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,86e65e68927da207,0.9085853942705587,1
[emailÂ protected] / U-S-P-S ID <NUMBER> / We could not find the correct info provided for your item: <URL>,1,8991c0d9fe183317,0.9722489924668462,1
GOV: You are eligible for a discounted energy bill under the Energy Bills Support Scheme. You can apply here at: <URL>,1,7364a2ace158d0cb,0.9459496659273979,1
Your package arrives at the Cyprus Post Office <URL> nfirm delivery: <URL> Cyprus Post Office,1,fa2abaf20a905297,0.9592429391386573,1
"From Patricia Flores - Hi, I'd really appreciate it if you would share and donate to my GoFundMe campaign, Just trying to survive.. Help <URL>",0,2473a88d4ea361e5,0.635663674763378,0
kengleang top financial expert shares Insider Secrets of what works in The Markets & How to Invest <URL> Optout <URL>,1,6e4dec260088d9f6,0.6381427588045175,0
We can not arrange shipment to you for a lack of address. Confirm your address to deliver <URL>,1,337bae00b76d9249,0.973852865722679,1
<EMAIL> / s / PAYPAL's : Restricted Account. For more information check at <URL> /t395W7MH,1,2b6528acb67f8c34,0.9731444122725386,1
"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",1,254910f0dffdc746,0.9631508166533955,1
Congratulations!!! <URL>,1,74c669f052f8f9a4,0.982227196021422,1
"Allen Cooper, great news! Dr. Sreepada answered your question on Lybrate. View the answer from <URL> Lybrate",0,cdb549b849e1b83a,0.5201315545509898,0
Kim discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,fe00860daf0bed13,0.9120246316311085,1
[emailÂ protected] / no subject / Are you interested in discreet affair? Open My Link I'll show you everything I'm live On My Website it's free join... <URL>,1,fa0f4b6bf515aa43,0.5050566416571693,0
[emailÂ protected] / T.D.Alerts / TDBank: To Review Recent Activity Please Log In: <URL>,1,e3c4d56d7902b6a1,0.9449672459162378,1
Alex free event reveals how to create cash flow using somebody else's property and money! <URL> Optout <URL>,1,a5b5899b4f970cae,0.7146960424730934,1
<EMAIL> / s / <URL>,1,30a842c95de80b6f,0.9357691917195404,1
<EMAIL> / no subject / gmail <URL>,1,b8b3a17b6283bcbf,0.6994616930342701,0
"/ Secure message from TD / Use the bleow url to regarding your account, ( <URL>",1,b0806840db5a25c1,0.963899848471243,1
Support# <EMAIL> / TD#(URGENT)#ID231721 / TD#ID17-Access-Locked.please follow the verification form: <URL>,1,442d64376f7f2d55,0.9613637107767513,1
[emailÂ protected] / U-S-P-S ID <NUMBER> / Your item will not be shipped. <URL>,1,dbe6b74c92a9421e,0.9278760260940044,1
ftght here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,1,9fda1f8ef38201e1,0.8458289007325579,1
"/ (FirstHorizon-ID# <NUMBER> ) / (ONLINE-Verification),click the following link to confirm your account: <URL>",1,10abee30207d6fb0,0.9928362129071019,1
"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : <URL> Best Regards, Paypal 9:39 AM",1,690c58c82361ccdb,0.9922076336706418,1
"Din pakke er ankommet til det lokale posthus, betal venligst de nÃ ̧dvendige gebyrer, sÃ¥ vi kan fortsÃ¦tte med leveringen: <URL>",1,8f6f86cf62da7250,0.44131540413327286,0
[KuCoin] Alert: Your password has been updated. Not you? Please visit: <URL>,0,b65e5adb9d8cb5f5,0.982220351778761,1
"Confirmed: Your order for Polident Dentur... successfully placed & will reach you by 26 May, <NUMBER> . Track here: <URL>",0,d4950759c9900b89,0.9009288463680379,1
USPS: We tried to delivery your parcel this morning needs your attention ( <NUMBER> $ unpaid fee) and the delivery address on link: <URL> Text STOP to opt-out,1,70cb1668a32441b4,0.9956205090715325,1
"/ (URGENT) CaseID#TD15 / Access-Locked. Please,Validate By clicking the following link: <URL>",1,47571851daa1197e,0.9712299139391872,1
"[Postal Service] Your delivery address is incorrect and we cannot deliver it, please update the delivery address timely. <URL>",1,0d585ae7862e20a0,0.9823251766638629,1
[US POSTAL] Your package is ready for delivery. Confirm your address to avoid returns: <URL>,1,1f3c319d8441792f,0.9854729998624215,1
<URL> : You are eligible for a discounted energy bill under the Energy Bills Support Scheme. You can apply here: <URL>,1,f55d85f42eafb74d,0.9785607338317276,1
"Delivered: Hi Sk, your package with Nestle Lactogro... is successfully delivered. More info at Lybrate. <URL> In case of any discrepancy in your order, mail us at [emailÂ protected] within 48 hrs mentioning your order code and registered mobile number.",0,757ecf1396f162ed,0.9823121674543289,1
"Hi, is this Dr. Janet's number? I remember entering the right number? sorry Good morning! Have a nice day. Distinguished coinbase wallet users, now in order to repay new and old customers, specially launched a series of preferential subsidy activities, click on the link <URL> to enter DFI mining can receive more than <PHONE> $ subsidy liquidity DFI mining income",1,741c51684a89db64,0.921901450124123,1
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP <URL> Text stop to stop 150p/text",1,ff5c0c0f5652f032,0.24371248635002843,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call <PHONE> NOW,1,02017798beedd7ce,0.9723185442411223,1
Start your craze adventure today. Register and get your ultimate welcome package <URL> Optout: <URL>,1,dbae7f0240a0870d,0.9166629300645672,1
"DHL:Su paquete no se puede entregar debido a que no se han pagado las tasas de aduana,por favor confirme su pago para evitar retrasos: <URL>",1,afa14f8c2cfa6a49,0.5643594458785677,0
ska6.cz / U-S-P-S ID <NUMBER> / We could not find the correct info provided for your item: <URL>,1,160b118e1ed81f76,0.9704095292769942,1
<URL> / U-S-P-S ID <NUMBER> / Your item was not found. <URL>,1,56077f701feb59d9,0.9913914250133361,1
"[emailÂ protected] / Notice / We did not find your address, please update it: <URL>",1,337b36375e7acc1f,0.9757538432635577,1
"We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL> Amazon Team",1,f270c94bdba15220,0.9954756957982702,1
"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: <URL>",1,e4425172e223c139,0.9815285197099892,1
[emailÂ protected]m / TDMobileAlert ID# <NUMBER> / TD Bank Validate Your Login: <URL> ID#19,1,598e031fe0e2fe20,0.981940206698961,1
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call <PHONE>,1,f3f30127e9c2a6fa,0.9838630714873664,1
"SMS SERVICES. for your inclusive text credits, pls goto <URL> login= 3qxj9 unsubscribe with STOP, no extra charge. help <URL> UK. 220-CM2 9AE",1,2a654cec027a952a,0.961254510275788,1
"[POSTNORD] Grundet din pakkestÃ ̧rrelse 39 cm, og vÃ¦gt <NUMBER> kg, skal der opkrÃ¦ves gebyrer pÃ¥ <NUMBER> kr. fÃ ̧r levering af din pakke : <URL>",1,2eed88273d9eb4f7,0.6275003315519023,0
We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn <PHONE> per day <URL>,1,6838fdf849f3be85,0.8927530415383753,1
jon lee discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,badedd9445eadebf,0.9074720659726818,1
s8[emailÂ protected] / TD-Alerts / TDBank: To Review Recent Activity Please Log In: <URL>,1,ed3e20acee59100e,0.9383804924735957,1
Slt Jai trouve ton tel sur un site Abn je recherche pas 1 relation ou 1 beau mec je m'en fou je veux juste discuter et Mon profil <URL>,1,68e7ba4fd426e9b0,0.46600288542357493,0
Online# <EMAIL> / TD#(URGENT)#ID2314 / TD#ID14-(URGENT)Access-Locked.please follow the verification form: <URL>,1,4baad1ffe0a5912b,0.954098100851112,1
[SMS1 missed] izar su cuenta. Tienes que activar la nueva sistema de seguridad web. Activa ahora : <URL>,1,b8bc2d771862fb85,0.5590615165870574,0
Alert# <EMAIL> / TD#Alerts#ID13136 / TD#ID31-(URGENT) Access-Locked. please follow the verification form: <URL>,1,24e09200af64f93a,0.9759644832321049,1
N.E.T.F.L.l.X-TXN : Update your biIIing to continue using our services by visiting here <URL>,1,0a9e3e5568bff534,0.9850920039697153,1
healer discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,e88ce4bb3c34d9c8,0.9101660119665391,1
hello <URL> Reply STOP to stop,1,2c070104f164f83f,0.9926033422449152,1
Suprise!!! <URL>,1,acfd6ec03e17bde8,0.9945958942805052,1
marco discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,88ab492e022bab18,0.8971455400880751,1
iva ahora : <URL>,1,6ae68732e998a9ae,0.9938838777621831,1
Justine 47ans divorcee approchant la cinquantaine recherche de nouvelles experiences dans votre region Alex clique ici pour ses photos <URL>,1,85d6870e3814f66d,0.57501201584424,0
U.S.P.S: Your package has reached our sorting center. Use the link to confirm your delivery address: <URL>,1,67c21df424964044,0.9824163266319278,1
MTB Alert : New ACH Added. visit <URL> to remove or proceed,1,d5b5f6ecdf47e544,0.9575488749958667,1
hello <URL> Reply STOP to stop...,1,95a29f87045840e5,0.9747705739750587,1
"U.P.S: You've missed our delivery, for the redelivery of your parcel, please visit : <URL> to pay the delivery costs ( <NUMBER> CAD).",1,de86e81940032a26,0.9928233671712322,1
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call <PHONE> C <URL> 1st4Terms PoBox84 M26 3UZ Cost <NUMBER> min MobcudB more,1,ce91479b00e6da7a,0.9585068441721061,1
"[emailÂ protected] / (FirstHorizon-ID# <NUMBER> ) / (ONLINE-Verification),click the following link to confirm your account: <URL>",1,8fbee3abbbcfa565,0.9931590174999377,1
[emailÂ protected] / U-S-P-S ID <NUMBER> / Your item was not found. <URL>,1,d60c63f5b5d754f7,0.9694492717067005,1
DHL Express has added you to the team at <URL> Follow this link to accept or decline the invitation: <URL>,1,bad5e111ab1a88e3,0.983551441086588,1
"Delivered: Hi Khushi Mondal, your package with Nestle Lactogro... is successfully delivered. More info at Lybrate. <URL> In case of any discrepancy in your order, mail us at [emailÂ protected] within 48 hrs mentioning your order code and registered mobile number.",0,59bfb5e3311fb5bb,0.9777884983009257,1
<Subject: Amazon MSG: <NUMBER> > We've locked your Amazon account due to unusual activity. New Login from : [ <PHONE> - Albania] Browser: Mozilla Firefox To restore your account click link below: <URL> 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,1,dba90fe10f3d39b9,0.99667517624987,1
TD##[emailÂ protected] / (URGENT) TD#ID03654 / TD Bank#36-(URGENT) Access-Locked. Recover your access by clicking: <URL>,1,c04d56b3cdcb1291,0.912214415639782,1
Your package arrives at the Cyprus Post Office <URL> nfirm delivery: <URL> Cyprus Post Office : 5va5JvSFT_cb0_xUUrqRbX34,1,2ff8e5080310370b,0.9576593445741807,1
"AFCU We have temporarily locked your account due to an suspicious activity, To unlock, verify now: <URL>",1,4704805c6bb01c39,0.9804724510614393,1
Adel here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,1,f9ccf61f97dcd61e,0.8617548746779504,1
<EMAIL> / U-S-P-S ID <NUMBER> / We could not find the correct info provided for your item: <URL>,1,a0e53e0821346d50,0.9735225677790051,1
"[Netflix ] Your Netflix membership has been ended, because we're having some trouble with your current account information. Validate your account information by click link bellow: <URL> Best Regards, The Netflix team 12:25 PM",1,3431de6798a9aae7,0.9831371861745895,1
URGENT: IRELAND GOV has issued a payment of 350 ?to all residents as part of its promise to battle COVID 19. Tap here to apply: <URL>,1,cbc98126d7c61390,0.9179990643457271,1
"[emailÂ protected] / (Mobile and OnIine Banking) / Unlook your account, use the blew link, <URL>",1,e6296b5779fa340c,0.9604007703249586,1
"D.H.L Du har en uppdatering pÃ¥ ditt paket, betala de nÃ¶dvÃ¤ndiga avgifterna sÃ¥ att vi kan fortsÃ¤tta med leveransen: <URL>",1,ad77ca2ff754112f,0.4448767471350131,0
"Hi dear, Your CV has passed, please receive a salary of 2000Taka per day. Contact information: <URL> Pruitt Group Business Account <URL>",1,6dc5619153853e51,0.9839562404012512,1
"Mattias, spinnaa itsesi pelien Ã¤Ã¤relle, kun 100% Bonus, jopa 200 ? asti 200 Ilmaiskierrosta odottavat sinua talletuksen yhteydessÃ¤! <URL>",1,3c1b65f9b66a6523,0.5644318163985876,0
Hey code <NUMBER> <URL>,1,1e05e8c17c44b8df,0.9970725590164182,1
Haga click en <URL> para visualizar o cancelar tu entrada al evento DECARNEYHUESO - EL OFICIO DEL MAR,0,2835d11c5f4e12f0,0.6918701458570735,0
Jai un probleme avec mes voisins ils font souvent l'amour Pierre. Moi je suis toute seule. Tu veux bien m'aider? Voir son profil <URL>,1,9d2fcb2dbe611e1a,0.46912077657676254,0
Celia 49ansJe viens de divorcer et je n ai pas d'enfants Alex il est temps que je m'amuse mon mari ne me touchait plus mon profil : <URL>,1,9fa289202be9f65a,0.3681718825083511,0
"×××a×××a ×©× ×××××× ×©×× ×©××××, ×× × ××©× ̈ ××a ×××a×××a: <URL>",0,80032c31bf27cded,0.9998727821036009,1
800-951-8418TD# <EMAIL> / (URGENT) TD#ID00914 / TD Bank#09-(URGENT) Access-Locked. Recover your access by clicking: <URL>,1,28ef5b35d23777af,0.9118193739263144,1
"Dear Valued Customer your package is delivered, please confirm soon <URL>",1,10d4b1f52672745d,0.9919411254853231,1
ãå ̧çè1ä»»é£åå¬2ãä ̧ ç­ç¥???å¤©ä ̧ å±?æ1⁄2å ̧çè1??ææ©? å è±a <URL>,1,e2498c1e50c61297,0.9996346172279824,1
[emailÂ protected] / TD#Alerts#ID13454 / TD#ID34-(URGENT) Access-Locked. please follow the verification form: <URL>,1,ac47fec7f35371b9,0.9676062591046027,1
"Hello! We need extra hands in our team to meet up with our clients demand. Therefore, we'll like you to join us as a Purchasing Agent. You'll be working remotely and be compensated with $600 weekly. Why not visit <URL> to learn more about this offer! Tap and hold to pin",1,94794c88acb5d921,0.879341614272878,1
gyhcMfUKUd The delivery information is incorrect and we cannot deliver it properly. please change. <URL>,1,504edd7cbb761a0c,0.9588864133398662,1
"Hi,???????? Laura,?????????????? ??TG: <URL> 30hh629",1,b55bc77d7ea4c590,0.9410505527005657,1
(1)message Helene Je veux sentir tes levres sur les miennes Pierre! Viens tchatter avant de finir sous la couette rejoins moi ici <URL>,1,f9231e833911795e,0.6051598981726553,0
Canada Post: Regarding your Package Delivery CA/8E7F1X4 from <NUMBER> /11/12. Click: <URL>,1,c1f0fe4a4c682477,0.9879998754509439,1
"Hi Mik, Check out what's new here: <URL> Reply 'STOP' to opt out",1,d519a9a04aaed124,0.9276205333998386,1
carleebuckley discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,469cd7c35efd2235,0.8868887868291543,1
/ TD / We now need to confirm some of your information: <URL> Thank You,1,15fea0e21494a3c7,0.9596713070789669,1
[M&T]: Account has been suspended for new activity detection. KindIy verify your acc. here <URL>,1,eb1a137172ef4c7e,0.9916893353978897,1
HHGRYFR here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,1,4f1e8309526a1a0a,0.8531666237960516,1
Vdjdbd discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,81ccf4811003b770,0.9084068971634333,1
